vid,uid,s_min,s_sec,a_obj,split,label
UI7BtB8ytFc,UI7BtB8ytFc_18000_28000,0,18,woman,train,v2
uiDryS-xOno,uiDryS-xOno_1000_11000,0,1,marimba,test,v2
uiDryS-xOno,uiDryS-xOno_50000_60000,0,50,marimba,test,v2
uj2ybZHeGL0,uj2ybZHeGL0_0_10000,0,0,guitar,train,v2
uj2ybZHeGL0,uj2ybZHeGL0_18000_28000,0,18,woman_guitar,train,v2
UJoDk7-jtZw,UJoDk7-jtZw_0_5000,0,0,emergency-car,train,v1s
uJTcazr3ZCE,uJTcazr3ZCE_0_5000,0,0,horse,train,v1s
ujyyldXk8BM,ujyyldXk8BM_207000_217000,3,27,tank_man,train,v2
ujyyldXk8BM,ujyyldXk8BM_276000_286000,4,36,tank,train,v2
ujZilDp45lc,ujZilDp45lc_140000_150000,2,20,clipper,train,v2
UKCVYv2CLik,UKCVYv2CLik_0_5000,0,0,tabla,val,v1s
UKhFnMjo4zk,UKhFnMjo4zk_0_10000,0,0,flute,train,v2
UKhFnMjo4zk,UKhFnMjo4zk_14000_24000,0,14,guitar,train,v2
UKhFnMjo4zk,UKhFnMjo4zk_45000_55000,0,45,guitar,train,v2
UKhFnMjo4zk,UKhFnMjo4zk_80000_90000,1,20,flute_guitar,train,v2
UKhFnMjo4zk,UKhFnMjo4zk_120000_130000,2,0,flute_guitar,train,v2
UKvYKEjOEAQ,UKvYKEjOEAQ_0_5000,0,0,keyboard,train,v1s
Ul1wG5WbF9s,Ul1wG5WbF9s_10000_20000,0,10,lion,test,v2
Ul2wnFlelh8,Ul2wnFlelh8_0_5000,0,0,cat,val,v1s
ul4fq099EGs,ul4fq099EGs_3000_13000,0,3,wolf,train,v2
ul5fAEmeUGI,ul5fAEmeUGI_30000_40000,0,30,guitar,train,v2
ul5fAEmeUGI,ul5fAEmeUGI_160000_170000,2,40,guitar,train,v2
uLcCgYs7ow4,uLcCgYs7ow4_0_5000,0,0,marimba,train,v1s
uLdRi__nG2c,uLdRi__nG2c_0_5000,0,0,keyboard,train,v1s
uLHemetsEJw,uLHemetsEJw_0_5000,0,0,saw,train,v1s
ULTQUPejB4M,ULTQUPejB4M_36000_46000,0,36,piano_trombone,test,v2
ULTQUPejB4M,ULTQUPejB4M_148000_158000,2,28,piano_trombone,test,v2
ULTQUPejB4M,ULTQUPejB4M_270000_280000,4,30,piano_trombone,test,v2
UluyM55Vfpg,UluyM55Vfpg_0_5000,0,0,ukulele,train,v1s
ulY19nQuPuc,ulY19nQuPuc_18000_28000,0,18,flute,train,v2
ulY19nQuPuc,ulY19nQuPuc_223000_233000,3,43,flute_piano,train,v2
ulY19nQuPuc,ulY19nQuPuc_237000_247000,3,57,piano,train,v2
UlYU9z7Y8jY,UlYU9z7Y8jY_68000_78000,1,8,marimba,train,v2
Um82Xw7oCkc,Um82Xw7oCkc_28000_38000,0,28,wolf_man,train,v2
umEZLM4oFsA,umEZLM4oFsA_1000_6000,0,1,keyboard,train,v1s
UmktY7QuhZ0,UmktY7QuhZ0_5000_10000,0,5,dog,test,v1s
umOS1bOBa1U,umOS1bOBa1U_0_10000,0,0,woman,train,v2
umOS1bOBa1U,umOS1bOBa1U_22000_32000,0,22,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_445000_455000,7,25,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_908000_918000,15,8,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_1676000_1686000,27,56,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_1695000_1705000,28,15,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_2170000_2180000,36,10,woman_ukulele,train,v2
uN6BTh8cRVE,uN6BTh8cRVE_0_5000,0,0,lion,train,v1s
UNG2bCX03kg_0,UNG2bCX03kg_0,0,0,cat,train,v1m
UNGwgf483mA,UNGwgf483mA_0_5000,0,0,lion,train,v1s
unh9wDLrAt4,unh9wDLrAt4_0_10000,0,0,woman,train,v2
unh9wDLrAt4,unh9wDLrAt4_30000_40000,0,30,woman,train,v2
unh9wDLrAt4,unh9wDLrAt4_53000_63000,0,53,woman,train,v2
uNip82f8cM0,uNip82f8cM0_2000_12000,0,2,helicopter,train,v2
UnPmGZQsyY4,UnPmGZQsyY4_60000_70000,1,0,harp_man,train,v2
uOSaZky7hf0,uOSaZky7hf0_47000_57000,0,47,woman_guitar,train,v2
uOSaZky7hf0,uOSaZky7hf0_90000_100000,1,30,woman_guitar,train,v2
UpcP-YCJL4Y_0,UpcP-YCJL4Y_0,0,0,tabla_man,train,v1m
UpcP-YCJL4Y_1,UpcP-YCJL4Y_1,0,0,tabla,train,v1m
upkyfMoU_Kw,upkyfMoU_Kw_0_5000,0,0,piano,train,v1s
uPl9U1slt_Y,uPl9U1slt_Y_91000_101000,1,31,piano_violin,train,v2
upnnpm5F3yY,upnnpm5F3yY_5000_10000,0,5,wolf,val,v1s
UpXTTnAJndg,UpXTTnAJndg_1000_6000,0,1,helicopter,train,v1s
UQtYg-ykZes,UQtYg-ykZes_220000_230000,3,40,airplane,train,v2
uQvsqaqcHtU_0,uQvsqaqcHtU_0,0,0,woman,train,v1m
UQwRwBL2aug,UQwRwBL2aug_4000_9000,0,4,emergency-car,train,v1s
ur33zPD9BCc,ur33zPD9BCc_0_5000,0,0,piano,train,v1s
URUkK0bzULI,URUkK0bzULI_20000_30000,0,20,marimba,train,v2
URZyjoh9lbc,URZyjoh9lbc_5000_15000,0,5,woman,train,v2
URZyjoh9lbc,URZyjoh9lbc_500000_510000,8,20,woman,train,v2
URZyjoh9lbc,URZyjoh9lbc_560000_570000,9,20,woman,train,v2
us3q2e_KgJY,us3q2e_KgJY_10000_20000,0,10,harp,test,v2
usJqNRPzZaM,usJqNRPzZaM_0_10000,0,0,squirrel,train,v2
usJqNRPzZaM,usJqNRPzZaM_40000_50000,0,40,squirrel,train,v2
usJqNRPzZaM,usJqNRPzZaM_66000_76000,1,6,squirrel,train,v2
usJqNRPzZaM,usJqNRPzZaM_88000_98000,1,28,squirrel,train,v2
usJqNRPzZaM,usJqNRPzZaM_111000_121000,1,51,squirrel,train,v2
UsTf7brftGg_0,UsTf7brftGg_0,0,0,piano_man,test,v1m
UsVNrsw0f8k,UsVNrsw0f8k_0_5000,0,0,emergency-car,val,v1s
uT0tNRb58Vs,uT0tNRb58Vs_79000_89000,1,19,handpan_harp,test,v2
UtBQrBLsTQY_0,UtBQrBLsTQY_0,0,0,bird,train,v1m
UtBQrBLsTQY_1,UtBQrBLsTQY_1,0,0,bird_woman,train,v1m
UtBQrBLsTQY_2,UtBQrBLsTQY_2,0,0,woman_bird,train,v1m
UtBQrBLsTQY_3,UtBQrBLsTQY_3,0,0,man_bird,test,v1m
utdjXGVipSM,utdjXGVipSM_85000_95000,1,25,sorna,train,v2
UTES3FBPrvM,UTES3FBPrvM_0_10000,0,0,woman_man,test,v2
UTES3FBPrvM,UTES3FBPrvM_20000_30000,0,20,baby,test,v2
UTES3FBPrvM,UTES3FBPrvM_40000_50000,0,40,baby,test,v2
UTES3FBPrvM,UTES3FBPrvM_190000_200000,3,10,woman_baby_man,test,v2
UTES3FBPrvM,UTES3FBPrvM_230000_240000,3,50,baby_man,test,v2
UTES3FBPrvM,UTES3FBPrvM_840000_850000,14,0,woman_man,test,v2
UtHszq6KUf4,UtHszq6KUf4_0_5000,0,0,helicopter,val,v1s
Utw2UfZGCe8,Utw2UfZGCe8_8000_18000,0,8,lion,train,v2
uTWAO5DGujA,uTWAO5DGujA_0_10000,0,0,tractor,train,v2
UTyBh-cH4Z4,UTyBh-cH4Z4_1000_6000,0,1,lion,test,v1s
Uu0JuSNp5V0,Uu0JuSNp5V0_1000_6000,0,1,lion,train,v1s
UuBrUsj4yuA,UuBrUsj4yuA_0_10000,0,0,bell,train,v2
UUddwWTuKJ0,UUddwWTuKJ0_0_5000,0,0,helicopter,train,v1s
uUdjYsYybi4,uUdjYsYybi4_0_5000,0,0,keyboard,test,v1s
uUlzcQs5j_A,uUlzcQs5j_A_0_5000,0,0,saw,train,v1s
uuoOeEiaDaE,uuoOeEiaDaE_0_10000,0,0,man,train,v2
uUTKZNMjGS0,uUTKZNMjGS0_0_5000,0,0,marimba,train,v1s
UUV4s9emQKA,UUV4s9emQKA_5000_10000,0,5,ukulele,train,v1s
UUy8oebYWog,UUy8oebYWog_0_5000,0,0,bus,train,v1s
UuysHY0depg,UuysHY0depg_0_5000,0,0,helicopter,train,v1s
uv1oExTpF_M,uv1oExTpF_M_140000_150000,2,20,piano_violin,train,v2
uv1oExTpF_M,uv1oExTpF_M_270000_280000,4,30,piano_violin,train,v2
uv1oExTpF_M,uv1oExTpF_M_405000_415000,6,45,violin,train,v2
Uv3K_pEUlX8,Uv3K_pEUlX8_0_5000,0,0,helicopter,train,v1s
UV4rxsZejXs,UV4rxsZejXs_10000_20000,0,10,hair-dryer,train,v2
UvHjKXLqmC8,UvHjKXLqmC8,0,0,tabla_piano,val,v1m
UvHjKXLqmC8_0,UvHjKXLqmC8_0,0,0,piano_tabla,train,v1m
UVOUqXffaT0,UVOUqXffaT0_0_5000,0,0,ukulele,train,v1s
uW-k6cVk4dE,uW-k6cVk4dE_50000_60000,0,50,man_pipa,test,v2
uW-k6cVk4dE,uW-k6cVk4dE_68000_78000,1,8,man_pipa,test,v2
uWIWnL414Lo,uWIWnL414Lo_0_5000,0,0,lion,test,v1s
UwmW0pvMJ2s,UwmW0pvMJ2s_14000_24000,0,14,trumpet,train,v2
UwOXThNKXxs,UwOXThNKXxs_0_10000,0,0,guitar_man,train,v2
UwOXThNKXxs,UwOXThNKXxs_26000_36000,0,26,guitar_man,train,v2
uWq8Q_cIEwE,uWq8Q_cIEwE_1000_6000,0,1,ukulele,train,v1s
UWTCpGd17X0,UWTCpGd17X0_0_5000,0,0,ukulele,train,v1s
uWtwjGbAUEM,uWtwjGbAUEM_5000_10000,0,5,ukulele,val,v1s
uwurbj9gXUU,uwurbj9gXUU_15000_25000,0,15,boy,train,v2
UxrvXA-Su2E,UxrvXA-Su2E_0_5000,0,0,woman,val,v1s
UXTTFMsTj7k,UXTTFMsTj7k_2000_7000,0,2,keyboard,train,v1s
UXUolsIgFFQ,UXUolsIgFFQ_0_5000,0,0,wolf,train,v1s
UY_AbLTIRtw,UY_AbLTIRtw_0_5000,0,0,helicopter,train,v1s
uYD99DIo3LM,uYD99DIo3LM_0_5000,0,0,mower,train,v1s
uyHlq42VK6Y_0,uyHlq42VK6Y_0,0,0,baby,val,v1m
UYkhAI5cADo,UYkhAI5cADo_2000_7000,0,2,keyboard,train,v1s
UytDu2zSGtE,UytDu2zSGtE_4000_9000,0,4,horse,train,v1s
UyuzrLGZcgc,UyuzrLGZcgc_3000_8000,0,3,horse,train,v1s
UYZAAkulYd4,UYZAAkulYd4_0_5000,0,0,ukulele,train,v1s
uZ0-pw5zPkA,uZ0-pw5zPkA_0_5000,0,0,emergency-car,train,v1s
uz2pxQKVBmY,uz2pxQKVBmY_0_5000,0,0,lion,train,v1s
uz2uFpAuqiw,uz2uFpAuqiw_3000_8000,0,3,ukulele,train,v1s
v-9UGp8ivu4,v-9UGp8ivu4_0_5000,0,0,keyboard,train,v1s
V-JvwN3_ASI,V-JvwN3_ASI_5000_15000,0,5,motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_76000_86000,1,16,motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_92000_102000,1,32,man,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_110000_120000,1,50,motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_123000_133000,2,3,motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_135000_145000,2,15,man,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_155000_165000,2,35,man_motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_165000_175000,2,45,boy_motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_175000_185000,2,55,boy_motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_192000_202000,3,12,motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_225000_235000,3,45,man_motorcycle,train,v2
V0aHNJNfojs,V0aHNJNfojs_0_10000,0,0,vacuum-cleaner,train,v2
V0itiFeIdyY,V0itiFeIdyY_2000_7000,0,2,bus,train,v1s
V2TSYqi36GY,V2TSYqi36GY_183000_193000,3,3,airplane,train,v2
v4fDvwx__1I,v4fDvwx__1I_0_5000,0,0,piano,train,v1s
V4hoIKh4WDQ,V4hoIKh4WDQ_17000_27000,0,17,clock,train,v2
v4lfMup_DmU,v4lfMup_DmU_7000_17000,0,7,guitar,train,v2
v4lfMup_DmU,v4lfMup_DmU_23000_33000,0,23,guitar_man_boy,train,v2
v4lfMup_DmU,v4lfMup_DmU_55000_65000,0,55,guitar_man_boy,train,v2
v4lfMup_DmU,v4lfMup_DmU_78000_88000,1,18,guitar_man,train,v2
v4lfMup_DmU,v4lfMup_DmU_103000_113000,1,43,guitar_man_boy,train,v2
V5qYsPK7re4,V5qYsPK7re4_0_10000,0,0,piano,train,v2
V5qYsPK7re4,V5qYsPK7re4_100000_110000,1,40,piano,train,v2
V5RarUsNClU,V5RarUsNClU_3000_13000,0,3,tuba,train,v2
V5ux3CuvY38,V5ux3CuvY38_0_5000,0,0,helicopter,train,v1s
v6A7Iggebm4,v6A7Iggebm4_5000_10000,0,5,woman,train,v1s
V6kMeDI2H6E,V6kMeDI2H6E_15000_25000,0,15,guitar_man,test,v2
V6kMeDI2H6E,V6kMeDI2H6E_80000_90000,1,20,guitar_man,test,v2
v6TUJgzLM9I,v6TUJgzLM9I_0_5000,0,0,keyboard,val,v1s
v7cSdsMxi-M,v7cSdsMxi-M_0_5000,0,0,marimba,test,v1s
v7TlQCu6cuE,v7TlQCu6cuE_5000_10000,0,5,wolf,train,v1s
v7XBoUuchB8,v7XBoUuchB8_14000_24000,0,14,guitar,train,v2
v7XBoUuchB8,v7XBoUuchB8_76000_86000,1,16,guitar,train,v2
V8VM7aOsfAo,V8VM7aOsfAo_300000_310000,5,0,man_ukulele,train,v2
V8VM7aOsfAo,V8VM7aOsfAo_340000_350000,5,40,woman_man_ukulele,train,v2
v9-tg3i13tA,v9-tg3i13tA_86000_96000,1,26,trombone,train,v2
V9JdDs7RK3c_0,V9JdDs7RK3c_0,0,0,piano,train,v1m
V9JdDs7RK3c_1,V9JdDs7RK3c_1,0,0,woman_piano,test,v1m
V9KZ5FCtG9A,V9KZ5FCtG9A_15000_25000,0,15,drum_guitar,train,v2
V9KZ5FCtG9A,V9KZ5FCtG9A_45000_55000,0,45,drum_guitar_man,train,v2
V9KZ5FCtG9A,V9KZ5FCtG9A_80000_90000,1,20,drum_guitar_man,train,v2
VB04EcXxzXc,VB04EcXxzXc_10000_20000,0,10,drum,train,v2
VB04EcXxzXc,VB04EcXxzXc_40000_50000,0,40,drum,train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1020000_1030000,17,0,boy_bird_man,train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1030000_1040000,17,10,boy_bird_man,train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1040000_1050000,17,20,bird_man,train,v2
vB5AMmhXGQI,vB5AMmhXGQI_5000_10000,0,5,piano,train,v1s
vbk65s3inHM,vbk65s3inHM_1000_11000,0,1,bell,train,v2
vBqPbz5Pg-M,vBqPbz5Pg-M_5000_10000,0,5,saw,train,v1s
VBVLLNThwmA,VBVLLNThwmA_32000_42000,0,32,marimba,test,v2
VCFQkkg0RN8,VCFQkkg0RN8_60000_70000,1,0,axe_man,val,v2
VCFQkkg0RN8,VCFQkkg0RN8_152000_162000,2,32,axe_man,val,v2
vd0yiA_qhMs,vd0yiA_qhMs_20000_30000,0,20,piano,test,v2
vd36OPV9wDw,vd36OPV9wDw_0_5000,0,0,piano,val,v1s
VDfJ3XWiZcU,VDfJ3XWiZcU_0_5000,0,0,keyboard,train,v1s
VDjnVMnDw50,VDjnVMnDw50_0_10000,0,0,piano,train,v2
VDjnVMnDw50,VDjnVMnDw50_90000_100000,1,30,piano,train,v2
VDjnVMnDw50,VDjnVMnDw50_180000_190000,3,0,piano,train,v2
vdJSdZMmWZc,vdJSdZMmWZc_5000_10000,0,5,ukulele,val,v1s
vdZq1LiYD_8,vdZq1LiYD_8_12000_22000,0,12,hair-dryer,train,v2
Ve5nmEUp9S4,Ve5nmEUp9S4_25000_35000,0,25,woman_guitar,train,v2
Ve5nmEUp9S4,Ve5nmEUp9S4_67000_77000,1,7,woman_guitar,train,v2
VemZ-ZKmp5c,VemZ-ZKmp5c_2000_7000,0,2,tabla,test,v1s
vEvvRfuVk30,vEvvRfuVk30_17000_27000,0,17,cat,test,v2
VfaMvBLHeqw,VfaMvBLHeqw_0_5000,0,0,horse,train,v1s
VFjIoNwrKio,VFjIoNwrKio_12000_22000,0,12,sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_90000_100000,1,30,sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_815000_825000,13,35,sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1260000_1270000,21,0,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1350000_1360000,22,30,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1515000_1525000,25,15,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1759000_1769000,29,19,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1908000_1918000,31,48,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1970000_1980000,32,50,tabla_sitar,train,v2
VFlo7fPlAE8,VFlo7fPlAE8_317000_327000,5,17,man,val,v2
VfMHY1a5IV8,VfMHY1a5IV8_30000_40000,0,30,guzheng,train,v2
VG-jZq_A1Hc,VG-jZq_A1Hc_0_5000,0,0,bird,test,v1s
vg3BwGb9eUY,vg3BwGb9eUY_249000_259000,4,9,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_269000_279000,4,29,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_322000_332000,5,22,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_579000_589000,9,39,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_1231000_1241000,20,31,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_1250000_1260000,20,50,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_1273000_1283000,21,13,man,test,v2
vg3BwGb9eUY,vg3BwGb9eUY_2656000_2666000,44,16,man,test,v2
vg5j3vIURtM,vg5j3vIURtM_15000_25000,0,15,train_guzheng,train,v2
vg5j3vIURtM,vg5j3vIURtM_45000_55000,0,45,guzheng,train,v2
vGIs0GU1V6M,vGIs0GU1V6M_27000_37000,0,27,man_hair-dryer,train,v2
vGIs0GU1V6M,vGIs0GU1V6M_70000_80000,1,10,man_hair-dryer,train,v2
vH10_rxKrhw,vH10_rxKrhw_141000_151000,2,21,donkey,train,v2
vH10_rxKrhw,vH10_rxKrhw_252000_262000,4,12,donkey,train,v2
VhC5JmlP6Xg,VhC5JmlP6Xg_2000_7000,0,2,bus,train,v1s
VhEaJGZF_8I,VhEaJGZF_8I_23000_33000,0,23,harmonica,train,v2
vHgO0QBaBYQ,vHgO0QBaBYQ_0_5000,0,0,piano,train,v1s
VhJzNQ8K5uE,VhJzNQ8K5uE_2000_7000,0,2,tabla,test,v1s
VhleNKHckyI,VhleNKHckyI_34000_44000,0,34,drum_guitar,test,v2
VhleNKHckyI,VhleNKHckyI_130000_140000,2,10,drum_guitar_man,test,v2
VhsFniEZO-k,VhsFniEZO-k_0_5000,0,0,bird,train,v1s
vhUM-UOKpSk,vhUM-UOKpSk_4000_9000,0,4,ukulele,val,v1s
VhX_ZxojBcg,VhX_ZxojBcg_5000_10000,0,5,helicopter,test,v1s
vHxVxzzbKP0,vHxVxzzbKP0_5000_15000,0,5,handpan,train,v2
vHxVxzzbKP0,vHxVxzzbKP0_48000_58000,0,48,handpan,train,v2
vHxVxzzbKP0,vHxVxzzbKP0_90000_100000,1,30,handpan,train,v2
VI6ytekigV0,VI6ytekigV0_2000_7000,0,2,helicopter,train,v1s
vIC0zIJv3Nc,vIC0zIJv3Nc_0_5000,0,0,saw,train,v1s
vIC9UC7YcCU_0,vIC9UC7YcCU_0,0,0,woman,val,v1m
vifFbeL5rOo,vifFbeL5rOo_9000_19000,0,9,piano_clarinet,train,v2
vifFbeL5rOo,vifFbeL5rOo_93000_103000,1,33,piano_clarinet,train,v2
vifFbeL5rOo,vifFbeL5rOo_174000_184000,2,54,piano_clarinet,train,v2
VIg3708ge1Y,VIg3708ge1Y_167000_177000,2,47,woman_frying-food,train,v2
vINbWMS_1Cg,vINbWMS_1Cg_0_5000,0,0,saw,train,v1s
VIQ0m4jWzXY,VIQ0m4jWzXY_0_5000,0,0,bird,train,v1s
vJ29SrUu6n4,vJ29SrUu6n4_0_5000,0,0,lion,val,v1s
VJnlNvDr40c,VJnlNvDr40c_0_5000,0,0,tabla,train,v1s
VJvK5XJMOT0,VJvK5XJMOT0_2000_7000,0,2,dog,train,v1s
Vk7rS8ymt-k,Vk7rS8ymt-k_10000_20000,0,10,guitar,test,v2
Vk7rS8ymt-k,Vk7rS8ymt-k_38000_48000,0,38,girl_guitar,test,v2
Vk7rS8ymt-k,Vk7rS8ymt-k_80000_90000,1,20,girl_guitar,test,v2
VkcYchOGibc,VkcYchOGibc_10000_20000,0,10,guitar,train,v2
VkcYchOGibc,VkcYchOGibc_20000_30000,0,20,girl_guitar,train,v2
VkcYchOGibc,VkcYchOGibc_95000_105000,1,35,girl_guitar,train,v2
vkhdP3zJSmA,vkhdP3zJSmA_0_5000,0,0,ukulele,train,v1s
VKXvSnxHI44,VKXvSnxHI44_5000_10000,0,5,tabla,train,v1s
VkzxuQKSqvY,VkzxuQKSqvY_183000_193000,3,3,woman,train,v2
VkzxuQKSqvY,VkzxuQKSqvY_251000_261000,4,11,woman,train,v2
VkzxuQKSqvY,VkzxuQKSqvY_261000_271000,4,21,woman,train,v2
VkzxuQKSqvY,VkzxuQKSqvY_906000_916000,15,6,woman,train,v2
VkzxuQKSqvY,VkzxuQKSqvY_1220000_1230000,20,20,woman,train,v2
VkzxuQKSqvY,VkzxuQKSqvY_1456000_1466000,24,16,woman,train,v2
VkzxuQKSqvY,VkzxuQKSqvY_1660000_1670000,27,40,woman,train,v2
vlAGZUzkCDU,vlAGZUzkCDU_0_5000,0,0,keyboard,train,v1s
VlH5nvvazcc,VlH5nvvazcc_0_5000,0,0,dog,train,v1s
vll33KEoCcc,vll33KEoCcc_0_10000,0,0,sheep,train,v2
vll33KEoCcc,vll33KEoCcc_34000_44000,0,34,sheep,train,v2
vlny-m0SIiw_0,vlny-m0SIiw_0,0,0,guitar,train,v1m
vlny-m0SIiw_1,vlny-m0SIiw_1,0,0,guitar,val,v1m
vlny-m0SIiw_2,vlny-m0SIiw_2,0,0,guitar,train,v1m
vlny-m0SIiw_3,vlny-m0SIiw_3,0,0,man_guitar,train,v1m
Vlsl7NglSTw,Vlsl7NglSTw_0_10000,0,0,helicopter,train,v2
vLtv_iZgCI0_0,vLtv_iZgCI0_0,0,0,mower,train,v1m
VlvgX5mEthY,VlvgX5mEthY_0_5000,0,0,keyboard,train,v1s
Vm3JlSzyW68,Vm3JlSzyW68_4000_9000,0,4,ukulele,test,v1s
Vm7FKsbK0Zc,Vm7FKsbK0Zc_60000_70000,1,0,harp,train,v2
Vm7FKsbK0Zc,Vm7FKsbK0Zc_180000_190000,3,0,harp,train,v2
Vm7FKsbK0Zc,Vm7FKsbK0Zc_203000_213000,3,23,woman_harp,train,v2
vmEl4GfePp0,vmEl4GfePp0_24000_34000,0,24,woman_ukulele,train,v2
vMjqDujdwng,vMjqDujdwng_24000_34000,0,24,sorna,train,v2
VMSPk34FcCY,VMSPk34FcCY_20000_30000,0,20,woman_piano,train,v2
VN0FRmNf8R4,VN0FRmNf8R4_0_5000,0,0,helicopter,train,v1s
vn1pwqSR32U,vn1pwqSR32U_5000_10000,0,5,woman,val,v1s
vNPx6RS8PiM,vNPx6RS8PiM_0_5000,0,0,ukulele,test,v1s
VoDrNtHP758,VoDrNtHP758_0_5000,0,0,gun,train,v1s
vOj00VJiBuk,vOj00VJiBuk_10000_20000,0,10,guitar,train,v2
vOj00VJiBuk,vOj00VJiBuk_25000_35000,0,25,girl_guitar,train,v2
vOj00VJiBuk,vOj00VJiBuk_80000_90000,1,20,girl_guitar,train,v2
vOSjoDmTwE0,vOSjoDmTwE0_0_5000,0,0,piano,test,v1s
VOTDTFZIMsk,VOTDTFZIMsk_0_10000,0,0,squirrel,train,v2
VPCpYu-6VVo,VPCpYu-6VVo_40000_50000,0,40,lion,train,v2
vpF3GlUlvF0,vpF3GlUlvF0_350000_360000,5,50,man_hair-dryer,train,v2
vPUh81uFnQc,vPUh81uFnQc_0_5000,0,0,keyboard,train,v1s
Vq8T5jtQhak,Vq8T5jtQhak_42000_52000,0,42,cello_saxophone_violin,train,v2
Vq8T5jtQhak,Vq8T5jtQhak_355000_365000,5,55,saxophone_violin,train,v2
Vq8T5jtQhak,Vq8T5jtQhak_465000_475000,7,45,saxophone,train,v2
Vq8T5jtQhak,Vq8T5jtQhak_478000_488000,7,58,saxophone,train,v2
VqNbTJu7DVI,VqNbTJu7DVI_0_5000,0,0,helicopter,train,v1s
VqrXTEj05aM,VqrXTEj05aM_5000_10000,0,5,helicopter,train,v1s
VREb0zljbn8,VREb0zljbn8_2000_7000,0,2,bus,val,v1s
VREKcER5mas,VREKcER5mas_5000_10000,0,5,helicopter,train,v1s
vREP89e82T4,vREP89e82T4_10000_20000,0,10,airplane,train,v2
vREP89e82T4,vREP89e82T4_20000_30000,0,20,airplane,train,v2
vREP89e82T4,vREP89e82T4_30000_40000,0,30,airplane,train,v2
Vrh7qRAKzqs,Vrh7qRAKzqs_5000_10000,0,5,helicopter,train,v1s
VRm8ShxYz5Y,VRm8ShxYz5Y_5000_10000,0,5,emergency-car,train,v1s
VRqFC68Dzy4,VRqFC68Dzy4_22000_32000,0,22,tabla_man,train,v2
VRZmcY-Mnqk,VRZmcY-Mnqk_0_5000,0,0,cat,train,v1s
Vs4sLLOWits,Vs4sLLOWits_2000_7000,0,2,dog,val,v1s
VS9TjSGRLSc,VS9TjSGRLSc_10000_20000,0,10,guitar,train,v2
VS9TjSGRLSc,VS9TjSGRLSc_26000_36000,0,26,woman_guitar,train,v2
VS9TjSGRLSc,VS9TjSGRLSc_72000_82000,1,12,woman_guitar_man,train,v2
VSdjbjjM4k4,VSdjbjjM4k4_0_5000,0,0,helicopter,train,v1s
vseDrZTeRaw,vseDrZTeRaw_13000_23000,0,13,tractor,train,v2
vseDrZTeRaw,vseDrZTeRaw_46000_56000,0,46,tractor,train,v2
vseDrZTeRaw,vseDrZTeRaw_115000_125000,1,55,tractor,train,v2
vseDrZTeRaw,vseDrZTeRaw_140000_150000,2,20,tractor,train,v2
vseDrZTeRaw,vseDrZTeRaw_188000_198000,3,8,tractor_boy,train,v2
vseDrZTeRaw,vseDrZTeRaw_390000_400000,6,30,tractor,train,v2
vseDrZTeRaw,vseDrZTeRaw_454000_464000,7,34,tractor,train,v2
Vsve5nA3bSc,Vsve5nA3bSc_5000_10000,0,5,emergency-car,train,v1s
VsWrJt--Qsk,VsWrJt--Qsk_2000_7000,0,2,bus,train,v1s
vT8IZouxits,vT8IZouxits_2000_7000,0,2,saw,train,v1s
vtL44uInebc,vtL44uInebc_3000_13000,0,3,erhu,train,v2
VtnXae2aO04,VtnXae2aO04_5000_10000,0,5,helicopter,train,v1s
