vid,uid,s_min,s_sec,a_obj,split,label
bOk44oZePqw,bOk44oZePqw_290000_300000,4,50,man_hair-dryer,seen_train,v2
o1mLNJDVLQA,o1mLNJDVLQA_300000_310000,5,0,man,seen_train,v2
J4VeWujsLJg,J4VeWujsLJg_32000_42000,0,32,keyboard,seen_train,v2
ri6Pb0DynsE,ri6Pb0DynsE_115000_125000,1,55,woman,seen_train,v2
El9rP6GiUSA,El9rP6GiUSA_160000_170000,2,40,trombone,seen_train,v2
YyCrJqCRw8Q,YyCrJqCRw8Q_5000_15000,0,5,man_gun,seen_train,v2
KFiWJE6DAOE,KFiWJE6DAOE_50000_60000,0,50,piano,seen_train,v2
lcOP60uXMeI,lcOP60uXMeI_134000_144000,2,14,piano_cello_clarinet,seen_train,v2
ALncx-DMioE,ALncx-DMioE_52000_62000,0,52,guitar_man,seen_train,v2
DJRNklmvD1I,DJRNklmvD1I_0_10000,0,0,sorna,seen_train,v2
nT0PHpAlvys,nT0PHpAlvys_435000_445000,7,15,mower,seen_train,v2
O_udia5NhXo,O_udia5NhXo_1000_11000,0,1,tractor,seen_train,v2
Kd42SbTQv2U_9,Kd42SbTQv2U_9,0,0,man,seen_train,v1m
eAzfhxcAICs,eAzfhxcAICs_150000_160000,2,30,man_goose,seen_train,v2
PXhjpPBqRRk,PXhjpPBqRRk_360000_370000,6,0,piano_cello,seen_train,v2
nICnJ2RaQfI,nICnJ2RaQfI_375000_385000,6,15,man,seen_train,v2
nICnJ2RaQfI,nICnJ2RaQfI_25000_35000,0,25,man,seen_train,v2
oaYIWYXFMqY,oaYIWYXFMqY_209000_219000,3,29,flute_handpan_guitar,seen_train,v2
W_OEzahaeQw,W_OEzahaeQw_49000_59000,0,49,flute,seen_train,v2
nvlCOZgLMjU,nvlCOZgLMjU_110000_120000,1,50,guitar_man,seen_train,v2
4KyFqVPkJaM,4KyFqVPkJaM_5000_15000,0,5,piano_violin,seen_train,v2
LIUU1ZmIljc,LIUU1ZmIljc_30000_40000,0,30,piano,seen_train,v2
yXh6hBb-1nE_0,yXh6hBb-1nE_0,0,0,man_piano,seen_train,v1m
-ndoyDLk2VE,-ndoyDLk2VE_153000_163000,2,33,woman_piano,seen_train,v2
QEcxlt57PAE,QEcxlt57PAE_116000_126000,1,56,car_train,seen_train,v2
KQAR_64a35I,KQAR_64a35I_0_10000,0,0,lion,seen_train,v2
oaYIWYXFMqY,oaYIWYXFMqY_97000_107000,1,37,handpan_guitar,seen_train,v2
jfGEd19bdBs,jfGEd19bdBs_70000_80000,1,10,missile-rocket,seen_train,v2
6yS2h5egiqM,6yS2h5egiqM_716000_726000,11,56,saw,seen_train,v2
DJFUTQncpVs,DJFUTQncpVs_75000_85000,1,15,handpan,seen_train,v2
8333MYmoHs4,8333MYmoHs4_330000_340000,5,30,man_gun,seen_train,v2
mtVrqhZNEs8,mtVrqhZNEs8_64000_74000,1,4,car,seen_train,v2
zstao4nIPmU,zstao4nIPmU_410000_420000,6,50,man,seen_train,v2
gb5K5IjS7EA,gb5K5IjS7EA_270000_280000,4,30,off-the-screen,seen_train,v2
XheEiCgiHLU,XheEiCgiHLU_10000_20000,0,10,piano,seen_train,v2
HTCdCjA3r8w,HTCdCjA3r8w_844000_854000,14,4,saw,seen_train,v2
2fBeTyXzDPI,2fBeTyXzDPI_288000_298000,4,48,boat,seen_train,v2
hi4sk0MuY3Y,hi4sk0MuY3Y_0_10000,0,0,tractor,seen_train,v2
2AjvzWFxQLg,2AjvzWFxQLg_147000_157000,2,27,mower,seen_train,v2
6W71gXjZeSg,6W71gXjZeSg_70000_80000,1,10,woman_piano,seen_train,v2
MDyjY3uiWp0,MDyjY3uiWp0_262000_272000,4,22,saw,seen_train,v2
uFcZhH_wFbs,uFcZhH_wFbs_119000_129000,1,59,lion,seen_train,v2
yoxDtNrBVoI,yoxDtNrBVoI_60000_70000,1,0,tractor,seen_train,v2
n6HAJkNGVcM,n6HAJkNGVcM_30000_40000,0,30,tuba_trumpet,seen_train,v2
S6K0ojnxjyk,S6K0ojnxjyk_7000_17000,0,7,trumpet,seen_train,v2
FsSl_rq6X44,FsSl_rq6X44_170000_180000,2,50,drum_guitar,seen_train,v2
eH2dLVNTdOo,eH2dLVNTdOo_710000_720000,11,50,woman,seen_train,v2
6KT2mbCNxO4,6KT2mbCNxO4_808000_818000,13,28,tractor,seen_train,v2
ZpO4y1zfcCg,ZpO4y1zfcCg_585000_595000,9,45,woman,seen_train,v2
iTHTVSaUllA,iTHTVSaUllA_320000_330000,5,20,woman,seen_train,v2
-DJo9iEhDRQ,-DJo9iEhDRQ_284000_294000,4,44,pig,seen_train,v2
SKi7ES0ogLI,SKi7ES0ogLI_160000_170000,2,40,man,seen_train,v2
pqJabZqVpQg,pqJabZqVpQg_263000_273000,4,23,guitar_cello,seen_train,v2
KLK_bq4kEhg,KLK_bq4kEhg_21000_31000,0,21,pipa,seen_train,v2
HkCmMtDbeQg,HkCmMtDbeQg_205000_215000,3,25,piano_bassoon,seen_train,v2
uCK7Gok3u0U_5,uCK7Gok3u0U_5,0,0,piano,seen_train,v1m
wetvg9ge8Vk,wetvg9ge8Vk_10000_20000,0,10,piano,seen_train,v2
mgiuaX3-iLk,mgiuaX3-iLk_1000_11000,0,1,woman,seen_train,v2
KBUA3dsBPX8,KBUA3dsBPX8_53000_63000,0,53,tuba,seen_train,v2
kmjacEoO75U,kmjacEoO75U_107000_117000,1,47,cat_hair-dryer,seen_train,v2
emLStHiqfyo,emLStHiqfyo_135000_145000,2,15,piano_violin,seen_train,v2
ElOVPqC_kRc_1,ElOVPqC_kRc_1,0,0,guitar_violin_lion,seen_train,v1m
iSBtK1T10Ew,iSBtK1T10Ew_1115000_1125000,18,35,flute_piano,seen_train,v2
gncV22cRFuk,gncV22cRFuk_3000_13000,0,3,sheep,seen_train,v2
hFyQn5F5pc0,hFyQn5F5pc0_60000_70000,1,0,man,seen_train,v2
7RHm25E9qro,7RHm25E9qro_97000_107000,1,37,guitar,seen_train,v2
lm1n5TJ3aHk,lm1n5TJ3aHk_115000_125000,1,55,woman_parrot,seen_train,v2
9xp46AwF9BY,9xp46AwF9BY_66000_76000,1,6,piano,seen_train,v2
IMkClC0IVUc,IMkClC0IVUc_5000_15000,0,5,cello_violin,seen_train,v2
GG-PF_JxeW4,GG-PF_JxeW4_1640000_1650000,27,20,woman_piano_guitar,seen_train,v2
2QAev97bk0c,2QAev97bk0c_25000_35000,0,25,ukulele_pipa,seen_train,v2
7pNykt6zACc,7pNykt6zACc_200000_210000,3,20,piano,seen_train,v2
aXAUpn6dZi8,aXAUpn6dZi8_163000_173000,2,43,woman_hair-dryer,seen_train,v2
3gbLFB-r9Fs,3gbLFB-r9Fs_1144000_1154000,19,4,motorcycle,seen_train,v2
FHBYsLVe3a4,FHBYsLVe3a4_184000_194000,3,4,guitar_pipa,seen_train,v2
alEfe7uZzPw,alEfe7uZzPw_105000_115000,1,45,frying-food,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_42000_52000,0,42,piano_clarinet,seen_train,v2
YtVptiac05A,YtVptiac05A_216000_226000,3,36,flute_bassoon_clarinet,seen_train,v2
F2OpS-QIqP8,F2OpS-QIqP8_32000_42000,0,32,cat,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_251000_261000,4,11,woman,seen_train,v2
RHh34JlFxR0,RHh34JlFxR0_5000_15000,0,5,marimba,seen_train,v2
FY1kYkCl9KM,FY1kYkCl9KM_34000_44000,0,34,pig,seen_train,v2
P0XVgLZ8dVQ,P0XVgLZ8dVQ_83000_93000,1,23,piano,seen_train,v2
FBsYnc6YtWM,FBsYnc6YtWM_206000_216000,3,26,boat,seen_train,v2
rNoySCBDcAc_0,rNoySCBDcAc_0,0,0,violin_guitar,seen_train,v1m
LHq48kOIkHM,LHq48kOIkHM_428000_438000,7,8,saw,seen_train,v2
AuuE2sTUkio,AuuE2sTUkio_1000_11000,0,1,marimba,seen_train,v2
GcMG3SqzHTc,GcMG3SqzHTc_25000_35000,0,25,woman_man,seen_train,v2
J6BNAqvxt9g,J6BNAqvxt9g_760000_770000,12,40,dog,seen_train,v2
88gZ0Mx-wkI,88gZ0Mx-wkI_15000_25000,0,15,sheep,seen_train,v2
gcGVwBoic38,gcGVwBoic38_0_10000,0,0,pipa,seen_train,v2
PSoKYh3ea1o,PSoKYh3ea1o_435000_445000,7,15,flute_bassoon,seen_train,v2
OMYuLiqSUxE,OMYuLiqSUxE_180000_190000,3,0,piano_clarinet,seen_train,v2
bj4UDGm0jAM,bj4UDGm0jAM_28000_38000,0,28,piano,seen_train,v2
emLStHiqfyo,emLStHiqfyo_10000_20000,0,10,piano_violin,seen_train,v2
hgYWVO_8gTY,hgYWVO_8gTY_120000_130000,2,0,car,seen_train,v2
HtsvslSafoA,HtsvslSafoA_76000_86000,1,16,boat,seen_train,v2
fw8wGJY8III,fw8wGJY8III_22000_32000,0,22,wolf,seen_train,v2
8zw2jvclHQM,8zw2jvclHQM_717000_727000,11,57,saw_car_man,seen_train,v2
ZsmeuC38nkw,ZsmeuC38nkw_155000_165000,2,35,guitar,seen_train,v2
SKi7ES0ogLI,SKi7ES0ogLI_250000_260000,4,10,man,seen_train,v2
iraIcpDRLK0,iraIcpDRLK0_358000_368000,5,58,woman_guitar,seen_train,v2
-8ZG1rJYPXs,-8ZG1rJYPXs_210000_220000,3,30,piano_cello,seen_train,v2
kLuuxnijxa0,kLuuxnijxa0_223000_233000,3,43,boat,seen_train,v2
bIQ1ujcNRbU,bIQ1ujcNRbU_0_10000,0,0,guitar,seen_train,v2
VVZLONMIsYk,VVZLONMIsYk_366000_376000,6,6,boat,seen_train,v2
7MpSVkEAtoI,7MpSVkEAtoI_205000_215000,3,25,piano,seen_train,v2
qbIIV6y4vss,qbIIV6y4vss_295000_305000,4,55,piano_bassoon,seen_train,v2
YjWmD-V9Yf8,YjWmD-V9Yf8_630000_640000,10,30,piano,seen_train,v2
KX-ki3pP8YU,KX-ki3pP8YU_154000_164000,2,34,motorcycle,seen_train,v2
NOqCnug7Rvc,NOqCnug7Rvc_15000_25000,0,15,piano_accordion_tuba_flute,seen_train,v2
IFOpgcTCWo8,IFOpgcTCWo8_10000_20000,0,10,guitar,seen_train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_288000_298000,4,48,saw,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_561000_571000,9,21,drum,seen_train,v2
oaYIWYXFMqY,oaYIWYXFMqY_70000_80000,1,10,flute_handpan,seen_train,v2
2IASlfbAE00,2IASlfbAE00_30000_40000,0,30,airplane,seen_train,v2
ES8W6op_N98,ES8W6op_N98_493000_503000,8,13,tank,seen_train,v2
uAnGrZ840YQ,uAnGrZ840YQ_7000_17000,0,7,piano,seen_train,v2
Vq8T5jtQhak,Vq8T5jtQhak_478000_488000,7,58,saxophone,seen_train,v2
VxZezkkMT0I,VxZezkkMT0I_20000_30000,0,20,mower,seen_train,v2
RMF6sp6tWHM,RMF6sp6tWHM_6000_16000,0,6,handpan,seen_train,v2
DB_SkDdL_cA,DB_SkDdL_cA_90000_100000,1,30,handpan,seen_train,v2
9VgZFqz0Keo,9VgZFqz0Keo_40000_50000,0,40,keyboard,seen_train,v2
OXS_ZbJVAFw,OXS_ZbJVAFw_290000_300000,4,50,drum_guitar,seen_train,v2
O09RyqZLDU0,O09RyqZLDU0_105000_115000,1,45,erhu_pipa,seen_train,v2
z3Q_mZgKLrM,z3Q_mZgKLrM_20000_30000,0,20,drum_piano_cello_marimba,seen_train,v2
KUYszf-sxA4,KUYszf-sxA4_46000_56000,0,46,elephant,seen_train,v2
FBsYnc6YtWM,FBsYnc6YtWM_57000_67000,0,57,woman_boat,seen_train,v2
ZR3vnlhJuSE,ZR3vnlhJuSE_145000_155000,2,25,drum_guitar_cello,seen_train,v2
vUG0hnFuGrs,vUG0hnFuGrs_130000_140000,2,10,woman,seen_train,v2
HkkaoyrOVG0,HkkaoyrOVG0_17000_27000,0,17,bird,seen_train,v2
bP_pTg8-bmY,bP_pTg8-bmY_20000_30000,0,20,guitar,seen_train,v2
1VFLTFYfW2w,1VFLTFYfW2w_8000_18000,0,8,pig,seen_train,v2
DE-MJRuHKQ4,DE-MJRuHKQ4_10000_20000,0,10,guitar,seen_train,v2
PcVCIA2ji9U,PcVCIA2ji9U_8000_18000,0,8,piano_bassoon,seen_train,v2
FIhVf0y5SP4,FIhVf0y5SP4_50000_60000,0,50,guitar_man,seen_train,v2
gIZ3PtBDBPU,gIZ3PtBDBPU_70000_80000,1,10,bassoon,seen_train,v2
doG9HnCH9MM,doG9HnCH9MM_48000_58000,0,48,man,seen_train,v2
13jOc6BcUcg,13jOc6BcUcg,0,0,cat,seen_train,v1m
wEeHhV20AP4,wEeHhV20AP4_103000_113000,1,43,woman,seen_train,v2
fhidsONQ2qY,fhidsONQ2qY_0_10000,0,0,flute_erhu_pipa,seen_train,v2
7P50BF-U4m0,7P50BF-U4m0_0_10000,0,0,saw_tractor,seen_train,v2
pJznoC1fZ_U,pJznoC1fZ_U_90000_100000,1,30,woman_man,seen_train,v2
FgnTfW8lEq4,FgnTfW8lEq4_170000_180000,2,50,bassoon,seen_train,v2
SKi7ES0ogLI,SKi7ES0ogLI_580000_590000,9,40,man,seen_train,v2
eTeLsJ0DEaM,eTeLsJ0DEaM_8000_18000,0,8,man,seen_train,v2
EfbwYmknB3Q,EfbwYmknB3Q_312000_322000,5,12,flute_piano,seen_train,v2
CVB_z1QxACs_1,CVB_z1QxACs_1,0,0,cat,seen_train,v1m
u1PpkxUBP_I,u1PpkxUBP_I_250000_260000,4,10,man,seen_train,v2
w_xdV2dHsQ0,w_xdV2dHsQ0_110000_120000,1,50,man,seen_train,v2
sJv-GqgHV6s,sJv-GqgHV6s_75000_85000,1,15,tractor,seen_train,v2
0oWAQzcktPs,0oWAQzcktPs_83000_93000,1,23,man,seen_train,v2
5jJenKOKA_Y,5jJenKOKA_Y_30000_40000,0,30,train,seen_train,v2
wmfiYI8N_CI,wmfiYI8N_CI_160000_170000,2,40,guitar,seen_train,v2
A0pLvDl2eTw,A0pLvDl2eTw_173000_183000,2,53,motorcycle,seen_train,v2
jNIo5z5uQ5U,jNIo5z5uQ5U_12000_22000,0,12,marimba,seen_train,v2
75mMPO0x4Gs,75mMPO0x4Gs_60000_70000,1,0,woman_parrot,seen_train,v2
SXso6qja8JU,SXso6qja8JU_11000_21000,0,11,woman_guitar,seen_train,v2
Ic8Elgce7a8,Ic8Elgce7a8_22000_32000,0,22,tank,seen_train,v2
Kot-gIKy4Qk_0,Kot-gIKy4Qk_0,0,0,piano,seen_train,v1m
-J6zdj9wzAU,-J6zdj9wzAU_127000_137000,2,7,lion,seen_train,v2
4SJ-Oy97rVE,4SJ-Oy97rVE_53000_63000,0,53,tabla_woman,seen_train,v2
_2EcEHAVE-Y,_2EcEHAVE-Y_90000_100000,1,30,piano,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3920000_3930000,65,20,guitar_man,seen_train,v2
3E5hhtctihI,3E5hhtctihI,0,0,dog,seen_train,v1m
_4SOzdMGEgI,_4SOzdMGEgI_20000_30000,0,20,piano,seen_train,v2
7pNykt6zACc,7pNykt6zACc_55000_65000,0,55,piano,seen_train,v2
ilt6O8L9Tmg,ilt6O8L9Tmg_0_10000,0,0,tuba,seen_train,v2
tD-X6tnCyfc,tD-X6tnCyfc_21000_31000,0,21,tractor,seen_train,v2
8ZkzbgrJHTE,8ZkzbgrJHTE_20000_30000,0,20,vacuum-cleaner,seen_train,v2
il-sQzFR7yk,il-sQzFR7yk_96000_106000,1,36,woman,seen_train,v2
0wueDobOttU,0wueDobOttU_215000_225000,3,35,handpan,seen_train,v2
A8v98LQEgw4,A8v98LQEgw4_123000_133000,2,3,sorna,seen_train,v2
kEmfUWcP-U0,kEmfUWcP-U0_110000_120000,1,50,cello_violin,seen_train,v2
pG1aSAUbf4I,pG1aSAUbf4I_50000_60000,0,50,handpan,seen_train,v2
HMN-qwUcV7c,HMN-qwUcV7c_30000_40000,0,30,trumpet,seen_train,v2
O7xnnBye7RM_0,O7xnnBye7RM_0,0,0,guitar,seen_train,v1m
nT0PHpAlvys,nT0PHpAlvys_762000_772000,12,42,mower,seen_train,v2
iFXMgv9mdOA,iFXMgv9mdOA_116000_126000,1,56,train,seen_train,v2
DB_SkDdL_cA,DB_SkDdL_cA_180000_190000,3,0,handpan,seen_train,v2
yVT4LZ7ksrQ,yVT4LZ7ksrQ_346000_356000,5,46,pipa,seen_train,v2
hE0XqlO1oDs,hE0XqlO1oDs_210000_220000,3,30,woman,seen_train,v2
J5-k9poXNjE,J5-k9poXNjE_0_10000,0,0,handpan,seen_train,v2
w7vA5f0vPvQ,w7vA5f0vPvQ_15000_25000,0,15,flute_guitar,seen_train,v2
bhDqxWQUIXg_0,bhDqxWQUIXg_0,0,0,tabla,seen_train,v1m
nvlCOZgLMjU,nvlCOZgLMjU_107000_117000,1,47,guitar_man,seen_train,v2
q_EiqTTmLaI,q_EiqTTmLaI_200000_210000,3,20,tractor,seen_train,v2
XQ_ushC_Lck,XQ_ushC_Lck_89000_99000,1,29,accordion_violin,seen_train,v2
HJ9TX5h2c04_0,HJ9TX5h2c04_0,0,0,tabla_man,seen_train,v1m
F670hdtn-T4,F670hdtn-T4_3000_13000,0,3,missile-rocket,seen_train,v2
O6LDqbVt2Rw,O6LDqbVt2Rw_70000_80000,1,10,guitar_man,seen_train,v2
E8zQtjE2Q0M,E8zQtjE2Q0M_65000_75000,1,5,handpan,seen_train,v2
jFqC-6wvNO8,jFqC-6wvNO8_60000_70000,1,0,parrot,seen_train,v2
Xs9R_DjOq1A,Xs9R_DjOq1A_90000_100000,1,30,handpan,seen_train,v2
HuFzVoyayj8,HuFzVoyayj8_305000_315000,5,5,boat,seen_train,v2
reK7NReNi-U,reK7NReNi-U_0_10000,0,0,hair-dryer,seen_train,v2
CNNb34fs-mU,CNNb34fs-mU_240000_250000,4,0,man_duck,seen_train,v2
sJv-GqgHV6s,sJv-GqgHV6s_6000_16000,0,6,tractor,seen_train,v2
g0PPd8SeCI4,g0PPd8SeCI4_5000_15000,0,5,tuba_trumpet,seen_train,v2
Aaiv1-NMnFs,Aaiv1-NMnFs_122000_132000,2,2,drum_guitar_man_woman,seen_train,v2
WQ_wO0r16ww,WQ_wO0r16ww,0,0,bird,seen_train,v1m
0sgE-M5ES1Q,0sgE-M5ES1Q_240000_250000,4,0,guitar_man,seen_train,v2
-4LKin0t85s,-4LKin0t85s_327000_337000,5,27,tank,seen_train,v2
DB_SkDdL_cA,DB_SkDdL_cA_50000_60000,0,50,handpan,seen_train,v2
MU0vzvYZ9xg,MU0vzvYZ9xg_45000_55000,0,45,guitar_man,seen_train,v2
OMYuLiqSUxE,OMYuLiqSUxE_30000_40000,0,30,piano_clarinet,seen_train,v2
-ndoyDLk2VE,-ndoyDLk2VE_0_10000,0,0,piano_man,seen_train,v2
bcGfmy0X-CQ,bcGfmy0X-CQ_30000_40000,0,30,erhu,seen_train,v2
f7TnTGKUin0,f7TnTGKUin0_11000_21000,0,11,airplane,seen_train,v2
Wq3G3Hbt8YM,Wq3G3Hbt8YM_0_10000,0,0,mower,seen_train,v2
wlmLrGbdR0c,wlmLrGbdR0c_17000_27000,0,17,drum,seen_train,v2
fLi3uQN1yC0,fLi3uQN1yC0_30000_40000,0,30,flute_piano,seen_train,v2
VFjIoNwrKio,VFjIoNwrKio_1759000_1769000,29,19,tabla_sitar,seen_train,v2
lnNNhnxu4bo,lnNNhnxu4bo_37000_47000,0,37,pig,seen_train,v2
vtL44uInebc,vtL44uInebc_3000_13000,0,3,erhu,seen_train,v2
n8s2WJXyE4o,n8s2WJXyE4o_3820000_3830000,63,40,man,seen_train,v2
WjyvwX_nZ6Y_1,WjyvwX_nZ6Y_1,0,0,woman,seen_train,v1m
JXlgmoBDgj0,JXlgmoBDgj0_60000_70000,1,0,handpan,seen_train,v2
7pKgYuwH_Y4,7pKgYuwH_Y4_155000_165000,2,35,accordion_drum_guitar_man,seen_train,v2
DJRNklmvD1I,DJRNklmvD1I_165000_175000,2,45,sorna,seen_train,v2
2fBeTyXzDPI,2fBeTyXzDPI_380000_390000,6,20,boat,seen_train,v2
MUzcFqp-m_4,MUzcFqp-m_4_32000_42000,0,32,guitar_man,seen_train,v2
fvK8_OlcrCo,fvK8_OlcrCo_328000_338000,5,28,tuba_piano,seen_train,v2
scRVGheAR_0,scRVGheAR_0_102000_112000,1,42,man,seen_train,v2
VDjnVMnDw50,VDjnVMnDw50_180000_190000,3,0,piano,seen_train,v2
3vXBTUpYaVw,3vXBTUpYaVw_402000_412000,6,42,motorcycle,seen_train,v2
-1HyqEM_VwM,-1HyqEM_VwM_360000_370000,6,0,piano,seen_train,v2
4RM67QN9034_1,4RM67QN9034_1,0,0,guitar,seen_train,v1m
1it_8GtNcNg,1it_8GtNcNg_60000_70000,1,0,woman_guitar,seen_train,v2
JOhCa42WGLE,JOhCa42WGLE_224000_234000,3,44,tabla_sitar,seen_train,v2
b3w5QSAk5Cc,b3w5QSAk5Cc_107000_117000,1,47,piano,seen_train,v2
fI6AL0n0T4U,fI6AL0n0T4U_120000_130000,2,0,tabla,seen_train,v2
uBiB0bEb5QU,uBiB0bEb5QU_25000_35000,0,25,handpan,seen_train,v2
oSC3Wadx_Ik,oSC3Wadx_Ik_110000_120000,1,50,elephant,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_679000_689000,11,19,accordion_guitar,seen_train,v2
kiC159weN4o,kiC159weN4o_8000_18000,0,8,flute_guitar,seen_train,v2
shytS0JuTr4,shytS0JuTr4_105000_115000,1,45,piano_trumpet,seen_train,v2
gXYYLY6SvUo,gXYYLY6SvUo_42000_52000,0,42,guitar,seen_train,v2
GrwaHvbr6ns,GrwaHvbr6ns_79000_89000,1,19,marimba,seen_train,v2
gzX-HVsKVyk,gzX-HVsKVyk_10000_20000,0,10,guitar_man,seen_train,v2
e4keL3T9Hz4,e4keL3T9Hz4_39000_49000,0,39,lion,seen_train,v2
F21kutVpkfk,F21kutVpkfk_10000_20000,0,10,marimba,seen_train,v2
vtRADVz3edc,vtRADVz3edc_238000_248000,3,58,piano_clarinet,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_934000_944000,15,34,woman,seen_train,v2
HkkaoyrOVG0,HkkaoyrOVG0_292000_302000,4,52,bird,seen_train,v2
3vXBTUpYaVw,3vXBTUpYaVw_188000_198000,3,8,car_motorcycle,seen_train,v2
qm7NyURpL2g,qm7NyURpL2g_10000_20000,0,10,accordion_tuba_trumpet_trombone,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_1670000_1680000,27,50,woman,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2350000_2360000,39,10,accordion_guitar_man,seen_train,v2
f2LM-Mj0SJE,f2LM-Mj0SJE_0_10000,0,0,woman,seen_train,v2
4ZPJ867OBo4,4ZPJ867OBo4_230000_240000,3,50,piano_bassoon,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_9140000_9150000,152,20,accordion_guitar_man,seen_train,v2
4ZcNowVqLfg_1,4ZcNowVqLfg_1,0,0,guitar,seen_train,v1m
ZALSu2gYKg8,ZALSu2gYKg8_885000_895000,14,45,woman,seen_train,v2
epwWufIvJJU,epwWufIvJJU_50000_60000,0,50,saxophone,seen_train,v2
mqB05HNR03g,mqB05HNR03g_190000_200000,3,10,woman,seen_train,v2
1ERSh8l5-sM,1ERSh8l5-sM_330000_340000,5,30,frying-food,seen_train,v2
dW2utwg9oOg,dW2utwg9oOg_225000_235000,3,45,parrot,seen_train,v2
KRP_Vv_hPgg,KRP_Vv_hPgg_10000_20000,0,10,tuba_trumpet_trombone,seen_train,v2
ugTYrzysgd0,ugTYrzysgd0_52000_62000,0,52,trombone,seen_train,v2
7oKjW1OIjuw,7oKjW1OIjuw_398000_408000,6,38,woman_man,seen_train,v2
YyAFNpfAtOs,YyAFNpfAtOs_323000_333000,5,23,woman,seen_train,v2
5wSDNuBqrWw,5wSDNuBqrWw_60000_70000,1,0,piano,seen_train,v2
ES8W6op_N98,ES8W6op_N98_410000_420000,6,50,tank,seen_train,v2
rq3kiUXVp1c,rq3kiUXVp1c_86000_96000,1,26,piano,seen_train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_90000_100000,1,30,gun_man,seen_train,v2
SFBdkBTesiE,SFBdkBTesiE_870000_880000,14,30,man,seen_train,v2
q3YnhPgt-rM,q3YnhPgt-rM_118000_128000,1,58,bassoon_cello_violin,seen_train,v2
szhG-zER_xs,szhG-zER_xs_2000_12000,0,2,piano_violin,seen_train,v2
ILjUrcYX5Ns_0,ILjUrcYX5Ns_0,0,0,violin,seen_train,v1m
SFVZ2OklsVM,SFVZ2OklsVM_3050000_3060000,50,50,accordion_guitar_man,seen_train,v2
lcOP60uXMeI,lcOP60uXMeI_164000_174000,2,44,piano,seen_train,v2
OlZDfX8gWgU,OlZDfX8gWgU_59000_69000,0,59,flute,seen_train,v2
k35blcO8Z7k,k35blcO8Z7k_70000_80000,1,10,woman,seen_train,v2
NzGTdjm-7tw,NzGTdjm-7tw_0_10000,0,0,man,seen_train,v2
-RdYRbblnyU,-RdYRbblnyU_0_10000,0,0,piano_clarinet,seen_train,v2
gAf1QWvKNRE,gAf1QWvKNRE_24000_34000,0,24,man,seen_train,v2
fVqjdaoC9lY,fVqjdaoC9lY_110000_120000,1,50,duck,seen_train,v2
m5yAAn0QT6M_6,m5yAAn0QT6M_6,0,0,man_dog,seen_train,v1m
VS9TjSGRLSc,VS9TjSGRLSc_72000_82000,1,12,woman_guitar_man,seen_train,v2
VVZLONMIsYk,VVZLONMIsYk_117000_127000,1,57,boat,seen_train,v2
SRkXXESrtZo,SRkXXESrtZo_240000_250000,4,0,bassoon,seen_train,v2
thRNOkg4z2I,thRNOkg4z2I_45000_55000,0,45,drum,seen_train,v2
BOFDHX22nh4,BOFDHX22nh4_254000_264000,4,14,gun,seen_train,v2
fdHAsDh1YLA,fdHAsDh1YLA_120000_130000,2,0,sorna,seen_train,v2
V2TSYqi36GY,V2TSYqi36GY_183000_193000,3,3,airplane,seen_train,v2
hUP7FZbgTlk,hUP7FZbgTlk_1513000_1523000,25,13,utv,seen_train,v2
Br7OOHUUj7M,Br7OOHUUj7M_0_10000,0,0,piano,seen_train,v2
bn55Hs8MQtU,bn55Hs8MQtU_23000_33000,0,23,woman_guitar,seen_train,v2
fY0z_ApudeM,fY0z_ApudeM_93000_103000,1,33,tuba,seen_train,v2
UwOXThNKXxs,UwOXThNKXxs_0_10000,0,0,guitar_man,seen_train,v2
fvK8_OlcrCo,fvK8_OlcrCo_15000_25000,0,15,tuba_piano,seen_train,v2
rBAoCu5ykvE,rBAoCu5ykvE_215000_225000,3,35,clipper,seen_train,v2
ax5-e-dLYY0,ax5-e-dLYY0_35000_45000,0,35,guitar_man,seen_train,v2
Msr82qkpvBA,Msr82qkpvBA_50000_60000,0,50,piano_trumpet,seen_train,v2
NkVVPE4WAG0,NkVVPE4WAG0_552000_562000,9,12,piano_violin,seen_train,v2
K-CK5Arwd7g,K-CK5Arwd7g_37000_47000,0,37,parrot,seen_train,v2
EJH1P38lOJU,EJH1P38lOJU_555000_565000,9,15,tabla_sitar,seen_train,v2
lcOP60uXMeI,lcOP60uXMeI_396000_406000,6,36,piano_cello_clarinet,seen_train,v2
2jza_R_oSuw,2jza_R_oSuw_265000_275000,4,25,truck,seen_train,v2
0uysurUOfok,0uysurUOfok_0_10000,0,0,lion,seen_train,v2
9CnSyEf_zt8,9CnSyEf_zt8_0_10000,0,0,duck,seen_train,v2
faGCfJO9FhY,faGCfJO9FhY_370000_380000,6,10,tabla,seen_train,v2
